furniture-10000101,ハロウィン-ゴシック・ベッド
furniture-20002011,复活节必备的彩蛋。比起它本身，打开它之后能够收获的东西才是每个人关注的重点。//n呜……这个彩蛋……看上去和某些会爆炸的可怕东西很像啊。——G11
furniture-10032001,K2-極東の姫
furniture-20032001,K2のポスター
furniture-10032002,K5-ムーンライト
furniture-20032002,K5のポスター
furniture-10032003,KLIN-冬来たる
furniture-20032003,KLINのポスター
furniture-10032004,63式-玄黄鳳凰
furniture-20032004,63式のポスター
furniture-10003105,昔の音楽ゲーム
furniture-20003105,以淳朴玩法与优秀音乐而闻名，曾在人类间引领音乐游戏潮流的音游街机。“从L到O再到V和E，你就是我人生的意义。”
furniture-10003106,幻の水晶玉
furniture-20003106,希望她眼中的景色、记忆和心意都依靠新生的歌声传达给了你，即使在这毁灭之后的世界，“我此刻的心……It's Only For You.”
furniture-10005201,游鱼飞雁-石路漫漫
furniture-20005201,踩在这上面才会有脚踏实地的感觉吗？明明是最凹凸不平的路面……
furniture-10005202,游鱼飞雁-碧草行云
furniture-20005202,有些小小的花朵已经提前开了，如果你注意到了，它们也许会很开心。
furniture-10005203,游鱼飞雁-小桥凌波
furniture-20005203,你知道鱼有多快乐吗？鱼也不知道你有多快乐，也不想知道。
furniture-10005204,游鱼飞雁-长明雅灯
furniture-20005204,需要踩着凳子才能添油，所以人类后来发明了电灯。
furniture-10005205,游鱼飞雁-先祖祭桌
furniture-20005205,放飞的思念哪里也到不了，最终只会流回你的心里，但希望它的旅程会给你力量。
furniture-10005206,游鱼飞雁-三色座鼓
furniture-20005206,三种颜色代表天地人的融合，从科学和人生经验上讲，三者都是水火不容的。
furniture-10005207,游鱼飞雁-山下将军
furniture-20005207,把它放在这里用于祈福，但它只想谁能关一下自动水龙头，并远离这个虚伪的现代世界。
furniture-10005208,游鱼飞雁-蟠树石火
furniture-20005208,灯前是很温暖的，树下是很凉快的，坐在它们之间的人是很清闲的，可惜那不是我。
furniture-10005209,游鱼飞雁-林中添水
furniture-20005209,最初是为驱赶鸟儿而制作的，不过这个时代就算用面包屑鸟儿也基本不会来了呢。
furniture-10005210,游鱼飞雁-后庭乘凉
furniture-20005210,是啊，如果睡觉经常打滚的确需要个大屋子。也许金钱就是为各种有缺陷的人准备的。
furniture-10005211,游鱼飞雁-寻猫小记
furniture-20005211,猫很喜欢你，但是它们还是会迷路，你也应该喜欢你自己，尽管有时会迷失自己。
furniture-10005212,游鱼飞雁-前院栽树
furniture-20005212,只有被褥和枕头是必要的，剩下的都只是人生的装饰，墙、树、贵重的瓷器都是。
furniture-10005213,游鱼飞雁-草堂春眠
furniture-20005213,春困秋乏夏打盹，睡不醒的冬三月，幸福就是你不会计较时间到底有没有浪费掉。
furniture-10003107,エリートの奇妙な冒険勲章
furniture-20003107,指揮官と戦術人形達の奇妙な冒険を記念する。
furniture-10030509,El_clear-ポケットシティ女王二世
furniture-20030509,El_clearのポスター
furniture-10030510,El_fail-ポケットシティ女王三世
furniture-20030510,El_failのポスター
furniture-10050602,鋼の巨人
furniture-20050602,看起来宛如世界名画的墙壁挂饰……每次看到它都会觉得心情沉重。
furniture-10005301,漫展风波-展会空地
furniture-20005301,就算光脚踩上去也没问题，只要全程踩着别人拖地的长裙子就行了
furniture-10005302,漫展风波-签绘区柜台
furniture-20005302,请勿拍摄和录像，这里只有一个安静签绘中的人类和一颗大大的爱心。
furniture-10005303,漫展风波-展会广告
furniture-20005303,宣传片是展会上的重要竞争力，所以开始吧！现在是时候较量喇叭音量的大小了！
furniture-10005304,漫展风波-展会顶灯
furniture-20005304,它们给人带来光明，但从不过于耀眼，并不是它们不想，而是展会总有更耀眼的东西。
furniture-10005305,漫展风波-现场工厂平台
furniture-20005305,运气也是实力的一种……？不，运气是实力的全部。
furniture-10005306,漫展风波-周边区人群
furniture-20005306,可利用排队时间整理您的购物袋们，通过合理嵌套为漫展的秩序和宇宙法则的和谐统一做出一份贡献。
furniture-10005307,漫展风波-签绘区人群
furniture-20005307,这个队列在等待什么呢？也许只是个名字，也许那是一份嵌在纸板上的深深敬意。
furniture-10005308,漫展风波-展会护栏
furniture-20005308,漫展是一座围城，城外的人想进去，城里的人想出来。
furniture-10005309,漫展风波-现场指挥平台
furniture-20005309,下达您的命令吧，指挥官！顺便站在这里，体验一下副官每天的工作和心情。
furniture-10005310,漫展风波-周边区展柜
furniture-20005310,生活不需要太多兵蚁，但除了必要的生存资料，生活还需要什么呢？也许它们可以给你。
furniture-10005311,漫展风波-现场展板
furniture-20005311,等身高的战术人形展板，有时漫展结束后会经由本尊或者其姐姐亲自抱回去。
furniture-10005312,漫展风波-现场摄影师
furniture-20005312,如果镜头长度真的那么重要，还要修图软件做什么？
furniture-10005313,漫展风波-现场宣传板
furniture-20005313,大家都能看出，这个人形只是个巨大的装饰物……//n直到她自己突然动起来，喊着“我饿了”。
furniture-10005314,漫展风波-周边区柜台
furniture-20005314,“欢迎光临，指挥官！等待了那么久，跨越了漫漫人海才终于见到您，所以……来都来了，不买点什么吗？”——格琳娜
furniture-10005315,漫展风波-周边区展架
furniture-20005315,大部分人形大概不希望自己一直这样被吊在架子上，请快点解救她们吧！
furniture-10005316,漫展风波-现场指挥椅
furniture-20005316,格里芬指挥室的椅子比这个豪华多了，只要与战争相关总会被包装得富丽堂皇。
furniture-10005317,漫展风波-展会会场
furniture-20005317,没有神仙，没有皇帝，只有人！这里只有人！全部都是人！
furniture-10005401,周六夜狂欢-舞厅地板
furniture-20005401,原本光滑到可以嘲讽室外同行的地板，会随着不断洒上的饮料和零食而渐渐丧失它的尊严。
furniture-10005402,周六夜狂欢-电子跳舞毯
furniture-20005402,这种平民娱乐设备却依托于精巧的数学和美术设计，所以醒醒！我们的一切都在上层精英们的掌控之下！
furniture-10005403,周六夜狂欢-狂欢酒桌
furniture-20005403,用来放置零食和饮料然后一次性全部掀翻！为什么不呢？我们背负的生活，可比一年摔一次的桌子沉重多了！
furniture-10005404,周六夜狂欢-聚会小冰箱
furniture-20005404,为了这个夜晚，干杯！……不过空瓶子请不要乱丢，92式会收走它们然后卖掉。
furniture-10005405,周六夜狂欢-二周年蛋糕
furniture-20005405,尽情品尝吧，为了每一个不受束缚的灵魂！虽然每吃一口就会为自己加重一份地心引力！
furniture-10005406,周六夜狂欢-聚会立式灯
furniture-20005406,聚会时这种灯光只能充当霓虹污染下的一道安静油彩，所以你想谈点什么？天气还是故事？
furniture-10005407,周六夜狂欢-吉祥物气球
furniture-20005407,它们沉浸在美好的气氛中等待自己的命运，在欢声笑语中慢慢泄气，或者在即兴的恶作剧中被踩爆。
furniture-10005408,周六夜狂欢-聚会打碟机
furniture-20005408,无论宾客自称多么叛逆，结果还是跟着节奏去摇头晃脑，就像喜欢炸街的摩托最终还是得看到红灯就停一样。
furniture-10005409,周六夜狂欢-舞厅壁纸
furniture-20005409,万物源于黑暗，满是生机的狂欢也会稍纵即逝，你们离开后，它将很孤独。
furniture-10005410,周六夜狂欢-夜景窗户
furniture-20005410,你很在乎窗外的世界吗？有人在挨饿，有人在哭泣，所以你不该更加快乐吗，就像水果沾了盐会更加甘甜？
furniture-10005411,周六夜狂欢-聚会老海报
furniture-20005411,时代很遥远，有些时代很近，但它们都过去了，只有明天，没有此刻。
furniture-10005412,周六夜狂欢-狂欢霓虹灯
furniture-20005412,今夜让我们尽情狂欢吧！因为明天这个墙饰被本尊看到一定会拆个粉碎！
furniture-10005413,周六夜狂欢-星星彩灯
furniture-20005413,这些不是真正的星星，真正的星星藏在很远的地方，而且可能不太欢迎我们。
furniture-10005414,周六夜狂欢-老虎长沙发
furniture-20005414,老虎玩偶不会吃掉你，但沙发却有可能，然后在天亮时才把你吐出来。
furniture-10005415,周六夜狂欢-狂欢沙发椅
furniture-20005415,对方坐在沙发对面，在失控的嘈杂中聆听着你，也许是喜欢你，也许是喝醉了，也许两者都是，也许你只有这一晚的时间。
furniture-10032101,Gd DSR-50-最高価格
furniture-20032101,Gd DSR-50のポスター
furniture-10032102,グリズリー-星夜舞踏会
furniture-20032102,グリズリーのポスター
furniture-10032103,ウェルロッドMkⅡ-ナイトフォール
furniture-20032103,ウェルロッドMkⅡのポスター
furniture-10032104,Zas M21-白駒のクイン
furniture-20032104,Zas M21のポスター
furniture-10032105,コルトSAA-ミラクル女王
furniture-20032105,コルトSAAのポスター
furniture-10032106,UMP9-この世の歌
furniture-20032106,UMP9のポスター
furniture-10032107,UMP45-ダイアの花
furniture-20032107,UMP45のポスター
furniture-10032108,IDW-箱の中の猫
furniture-20032108,IDWのポスター
furniture-10032109,EVO 3-ワイトナイトスター
furniture-20032109,EVO 3のポスター
furniture-10002016,祭り太鼓
furniture-20002016,響き渡る太鼓の音を聞いて、気持ちが昂らないことがあろうか。バチを情熱に満ち溢れた人形に渡すと、或いは太鼓の奥底に眠る魂を呼び覚ましてくれさえするかもしれない。
furniture-10002017,お神輿
